Customer_ID,Age,Gender,Income,Skin_Type,Previous_Cosmetic_Purchases,Purchase_Frequency,Monthly_Spend,Purchased_New_Product,Age_Group
CUST09645,41,Female,33700.0,Normal,3.0,0.14,100.0,0,36-45
CUST07699,27,Female,25000.0,Combination,1.0,0.05,100.0,0,26-35
CUST04558,37,Male,80600.0,Normal,6.0,0.49,290.0,0,36-45
CUST04501,18,Male,82800.0,Dry,4.0,0.35,180.0,0,18-25
CUST04648,24,Male,60400.0,Normal,3.0,0.23,110.0,1,18-25
CUST02039,21,Female,90400.0,Combination,4.0,0.38,230.0,1,18-25
CUST09734,32,Female,33500.0,Combination,6.0,0.53,180.0,1,26-35
CUST06970,44,Female,38900.0,Combination,2.0,0.16,100.0,0,36-45
CUST02451,26,Female,23400.0,,3.0,0.22,,0,26-35
CUST03955,32,Male,60100.0,Normal,4.0,0.37,150.0,1,26-35
CUST02330,43,Male,25800.0,Combination,4.0,0.32,130.0,1,36-45
CUST09162,44,Male,23200.0,Combination,5.0,0.41,150.0,1,36-45
CUST07106,30,Female,15000.0,Oily,3.0,0.25,130.0,1,26-35
CUST05043,36,Female,43500.0,Dry,4.0,0.27,190.0,1,36-45
CUST09402,42,Male,15000.0,Oily,3.0,0.27,130.0,0,36-45
CUST04747,40,Female,50400.0,Oily,6.0,0.41,250.0,1,36-45
CUST09405,18,Female,43200.0,Combination,3.0,0.22,100.0,0,18-25
CUST09470,18,Female,25600.0,Sensitive,1.0,0.15,100.0,1,18-25
CUST08026,39,Male,28900.0,Sensitive,4.0,0.39,170.0,0,36-45
CUST06696,20,Female,39500.0,Normal,3.0,0.28,130.0,0,18-25
CUST06411,51,Male,32400.0,Sensitive,6.0,0.56,220.0,0,46-55
CUST02402,43,Male,44700.0,Normal,3.0,0.26,130.0,1,36-45
CUST05521,39,Female,26600.0,Sensitive,6.0,0.49,230.0,1,36-45
CUST01217,18,Male,52100.0,Normal,3.0,0.26,150.0,0,18-25
CUST08733,35,Male,20200.0,Oily,3.0,0.3,120.0,1,26-35
CUST06021,31,Female,42300.0,Combination,1.0,0.08,100.0,0,26-35
CUST06926,21,Male,55400.0,Combination,8.0,0.72,310.0,0,18-25
CUST01065,25,Male,29800.0,Dry,2.0,0.13,100.0,1,18-25
CUST03787,28,Male,40700.0,Dry,3.0,0.23,100.0,0,26-35
CUST04411,48,Female,27900.0,Oily,6.0,0.51,240.0,1,46-55
CUST06920,18,Female,69300.0,Sensitive,1.0,0.0,100.0,1,18-25
CUST06819,33,Male,52200.0,Oily,2.0,0.12,100.0,1,26-35
CUST05524,41,Female,40600.0,Oily,6.0,0.42,210.0,0,36-45
CUST05997,34,Female,34700.0,Sensitive,1.0,0.05,100.0,0,26-35
CUST08871,48,Female,36000.0,Normal,4.0,0.33,150.0,0,46-55
CUST05889,42,Female,59700.0,Combination,7.0,0.53,260.0,0,36-45
CUST02162,22,Female,47400.0,Combination,3.0,0.27,100.0,1,18-25
CUST03009,29,Male,62000.0,Oily,3.0,0.35,150.0,1,26-35
CUST01106,40,Female,15000.0,Combination,4.0,0.35,140.0,1,36-45
CUST06713,34,Male,61600.0,Oily,4.0,0.31,160.0,1,26-35
CUST00693,42,Female,39800.0,Sensitive,6.0,0.53,130.0,0,36-45
CUST09459,28,Male,32600.0,Normal,3.0,0.24,150.0,0,26-35
CUST04957,33,Female,48700.0,Oily,3.0,0.24,160.0,1,26-35
CUST06655,37,Female,62700.0,Sensitive,5.0,0.45,180.0,1,36-45
CUST08517,18,Female,32800.0,Oily,3.0,0.28,100.0,0,18-25
CUST04370,40,Male,51900.0,Combination,7.0,0.62,230.0,1,36-45
CUST02766,24,Female,29200.0,Sensitive,8.0,0.65,310.0,0,18-25
CUST03930,24,Male,42000.0,Combination,4.0,0.35,100.0,1,18-25
CUST07196,46,Female,62800.0,Combination,11.0,0.9,220.0,1,46-55
CUST08773,30,Male,36100.0,Dry,5.0,0.38,190.0,0,26-35
CUST07594,27,Female,28900.0,Sensitive,3.0,0.19,140.0,0,26-35
CUST06454,36,Female,64400.0,Normal,6.0,0.47,220.0,0,36-45
CUST00629,21,Female,49000.0,Oily,5.0,0.38,140.0,1,18-25
CUST02452,28,Female,42300.0,Oily,4.0,0.31,140.0,1,26-35
CUST08409,43,Male,39700.0,Sensitive,5.0,0.43,210.0,1,36-45
CUST08609,28,Female,15000.0,Dry,2.0,0.16,100.0,0,26-35
CUST03825,28,Female,31600.0,Dry,3.0,0.22,100.0,0,26-35
CUST09015,48,Male,38800.0,Oily,4.0,0.36,100.0,0,46-55
CUST02653,46,Female,56300.0,Sensitive,2.0,0.15,110.0,0,46-55
CUST09145,44,Male,23000.0,Combination,6.0,0.51,120.0,1,36-45
CUST03744,39,Male,67600.0,Dry,7.0,0.59,220.0,0,36-45
CUST02177,37,Male,40000.0,,4.0,0.35,180.0,1,36-45
CUST09946,31,Male,18400.0,Normal,2.0,0.16,100.0,1,26-35
CUST09301,31,Male,29400.0,Oily,2.0,0.15,100.0,0,26-35
CUST03319,44,Female,31000.0,Oily,3.0,0.33,130.0,0,36-45
CUST06400,40,Female,40100.0,Normal,6.0,0.52,140.0,0,36-45
CUST02788,31,Female,66900.0,Normal,2.0,0.17,120.0,0,26-35
CUST04106,41,Female,51900.0,Sensitive,5.0,0.42,140.0,1,36-45
CUST07376,24,Female,49700.0,Dry,5.0,0.43,220.0,1,18-25
CUST01677,43,Male,29000.0,Oily,2.0,0.18,100.0,0,36-45
CUST03948,18,Male,80300.0,Combination,7.0,0.49,230.0,1,18-25
CUST04445,33,Female,15000.0,Combination,6.0,0.46,180.0,1,26-35
CUST02937,18,Male,34700.0,Normal,6.0,0.5,190.0,1,18-25
CUST06719,18,Male,49400.0,Oily,6.0,0.55,260.0,0,18-25
CUST07832,55,Male,32900.0,Oily,6.0,0.5,230.0,0,46-55
CUST05723,32,Male,35100.0,Dry,9.0,0.71,370.0,1,26-35
CUST07504,31,Male,32200.0,Dry,7.0,0.55,230.0,0,26-35
CUST02504,37,Male,83400.0,Combination,2.0,0.11,130.0,0,36-45
CUST08519,33,Male,24600.0,Sensitive,6.0,0.56,250.0,1,26-35
CUST02370,41,Female,50500.0,Oily,3.0,0.27,140.0,0,36-45
CUST04968,20,Female,49900.0,Normal,3.0,0.33,160.0,0,18-25
CUST05884,31,Male,30000.0,Oily,3.0,0.2,130.0,0,26-35
CUST02218,31,Male,20600.0,Sensitive,5.0,0.43,130.0,1,26-35
CUST05848,48,Male,68600.0,Sensitive,7.0,0.54,280.0,0,46-55
CUST02219,25,Male,52200.0,,1.0,0.08,100.0,1,18-25
CUST03327,38,Female,42300.0,Normal,2.0,0.16,100.0,1,36-45
CUST06792,28,Female,79500.0,Dry,6.0,0.49,220.0,0,26-35
CUST03584,31,Male,49000.0,Combination,2.0,0.14,100.0,0,26-35
CUST09864,38,Female,45200.0,Combination,4.0,0.26,130.0,1,36-45
CUST03620,29,Female,47800.0,Sensitive,1.0,0.11,100.0,1,26-35
CUST07771,46,Male,55800.0,Oily,6.0,0.52,260.0,0,46-55
CUST08090,28,Female,40300.0,Combination,7.0,0.55,290.0,0,26-35
CUST03116,40,Male,39100.0,Normal,1.0,0.09,100.0,1,36-45
CUST00086,37,Female,19300.0,Oily,4.0,0.33,140.0,0,36-45
CUST05974,31,Female,35400.0,Normal,1.0,0.12,100.0,0,26-35
CUST02802,43,Male,48100.0,Combination,4.0,0.33,110.0,0,36-45
CUST03672,38,Male,23500.0,Normal,3.0,0.28,120.0,1,36-45
CUST03668,20,Male,39600.0,Dry,7.0,0.6,320.0,0,18-25
CUST09834,30,Male,30800.0,Combination,1.0,0.12,100.0,0,26-35
CUST05159,25,Male,32000.0,Normal,3.0,0.19,120.0,0,18-25
CUST05726,34,Female,16400.0,Sensitive,2.0,0.19,100.0,0,26-35
CUST04591,41,Female,50400.0,Oily,4.0,0.29,120.0,1,36-45
CUST02020,37,Female,87800.0,Combination,3.0,0.2,150.0,1,36-45
CUST07897,18,Female,,Oily,4.0,0.22,200.0,1,18-25
CUST02526,40,Female,29700.0,Combination,4.0,0.34,160.0,0,36-45
CUST09814,33,Female,63100.0,Sensitive,7.0,0.68,240.0,0,26-35
CUST08302,25,Female,53000.0,Combination,3.0,0.26,130.0,1,18-25
CUST03213,40,Male,26900.0,Sensitive,3.0,0.31,100.0,1,36-45
CUST00520,50,Female,63900.0,Dry,0.0,0.06,100.0,0,46-55
CUST05367,26,Female,43000.0,Normal,6.0,0.39,200.0,1,26-35
CUST06821,31,Female,125700.0,Combination,3.0,0.23,260.0,0,26-35
CUST02896,19,Female,70200.0,Combination,4.0,0.45,170.0,1,18-25
CUST00245,55,Female,88800.0,Oily,2.0,0.11,170.0,1,46-55
CUST05931,38,Female,94500.0,Normal,5.0,0.44,170.0,0,36-45
CUST04715,26,Male,27400.0,Normal,3.0,0.3,130.0,1,26-35
CUST09245,32,Female,78100.0,Normal,3.0,0.26,130.0,0,26-35
CUST03426,36,Female,55900.0,Combination,2.0,0.13,130.0,1,36-45
CUST06992,36,Female,29400.0,Combination,4.0,0.26,140.0,0,36-45
CUST06779,18,Male,62400.0,Oily,5.0,0.42,240.0,1,18-25
CUST06692,37,Male,27600.0,Oily,6.0,0.55,220.0,1,36-45
CUST08125,47,Female,22600.0,Normal,3.0,0.24,100.0,1,46-55
CUST08470,38,Female,42100.0,Oily,1.0,0.0,100.0,1,36-45
CUST05510,37,Male,55200.0,Normal,3.0,0.27,150.0,0,36-45
CUST02002,25,Male,,Normal,4.0,0.2,190.0,0,18-25
CUST00886,35,Male,51000.0,Oily,5.0,0.37,200.0,0,26-35
CUST00870,31,Male,30000.0,Sensitive,3.0,0.33,140.0,1,26-35
CUST09728,46,Female,72400.0,Oily,1.0,0.04,110.0,0,46-55
CUST05721,34,Female,38500.0,Normal,5.0,0.51,200.0,0,26-35
CUST00357,35,Female,31100.0,Combination,5.0,0.39,150.0,1,26-35
CUST09947,18,Female,42000.0,Normal,4.0,0.26,190.0,0,18-25
CUST05452,22,Female,37800.0,Oily,4.0,0.38,110.0,0,18-25
CUST08708,38,Female,22700.0,Oily,4.0,0.31,130.0,1,36-45
CUST07853,55,Female,32000.0,Sensitive,5.0,0.47,210.0,0,46-55
CUST07768,18,Male,37400.0,Combination,5.0,0.44,170.0,1,18-25
CUST01276,32,Female,-10000.0,Combination,3.0,0.29,140.0,1,26-35
CUST01891,43,Male,43300.0,Oily,3.0,0.22,150.0,1,36-45
CUST08724,28,Female,100000.0,Dry,3.0,0.3,170.0,0,26-35
CUST06626,31,Male,20600.0,Oily,0.0,0.04,100.0,0,26-35
CUST09221,27,Female,28500.0,Dry,3.0,0.26,150.0,1,26-35
CUST03564,30,Female,110300.0,Dry,3.0,0.28,230.0,0,26-35
CUST05788,22,Male,22300.0,Combination,4.0,0.34,100.0,1,18-25
CUST04959,39,Female,57000.0,Dry,6.0,0.4,270.0,0,36-45
CUST01547,18,Female,41900.0,Combination,6.0,0.49,270.0,0,18-25
CUST06194,30,Female,35900.0,,4.0,0.34,140.0,1,26-35
CUST02381,29,Female,37300.0,Dry,2.0,0.12,100.0,0,26-35
CUST03824,30,Female,46100.0,Oily,5.0,0.36,130.0,1,26-35
CUST03233,20,Female,42700.0,Normal,1.0,0.06,100.0,0,18-25
CUST09215,18,Male,58800.0,Oily,4.0,0.37,120.0,1,18-25
CUST03307,37,Female,71300.0,Combination,4.0,0.33,140.0,1,36-45
CUST00493,29,Male,33500.0,Sensitive,3.0,0.21,140.0,0,26-35
CUST03500,39,Male,41100.0,Sensitive,4.0,0.22,170.0,0,36-45
CUST08979,18,Male,72200.0,Sensitive,1.0,0.0,100.0,0,18-25
CUST01117,44,Female,47600.0,Oily,4.0,0.3,110.0,1,36-45
CUST05638,45,Male,40700.0,Oily,4.0,0.26,150.0,0,36-45
CUST08812,53,Male,,Dry,2.0,0.16,110.0,0,46-55
CUST06147,26,Male,118800.0,Normal,5.0,0.32,200.0,0,26-35
CUST09907,31,Female,52000.0,Oily,4.0,0.35,180.0,1,26-35
CUST08813,37,Female,46100.0,Dry,1.0,0.07,100.0,1,36-45
CUST06766,25,Female,66500.0,Combination,2.0,0.14,130.0,1,18-25
CUST08262,35,Male,52900.0,Dry,3.0,0.24,180.0,1,26-35
CUST08560,27,Male,17600.0,Oily,4.0,0.32,110.0,0,26-35
CUST03646,18,Female,50200.0,Normal,2.0,0.29,100.0,0,18-25
CUST02501,38,Male,26600.0,Combination,4.0,0.32,190.0,0,36-45
CUST05678,36,Male,50300.0,Combination,4.0,0.32,140.0,0,36-45
CUST05242,24,,41500.0,Combination,4.0,0.32,150.0,1,18-25
CUST06576,31,Female,28700.0,Normal,6.0,0.36,250.0,1,26-35
CUST02784,44,Female,50000.0,Oily,6.0,0.56,180.0,1,36-45
CUST06159,21,Female,15000.0,Dry,6.0,0.54,140.0,1,18-25
CUST03810,36,Male,69000.0,Combination,10.0,0.79,330.0,0,36-45
CUST09291,24,Male,32000.0,Dry,9.0,0.72,230.0,0,18-25
CUST08684,32,Male,37800.0,Oily,8.0,0.62,220.0,0,26-35
CUST08750,18,Female,65000.0,Combination,1.0,0.11,100.0,1,18-25
CUST01697,27,Male,31900.0,Combination,6.0,0.55,250.0,1,26-35
CUST05686,18,Male,30500.0,Normal,3.0,0.3,100.0,1,18-25
CUST07237,50,Male,37000.0,Combination,6.0,0.49,230.0,0,46-55
CUST05940,39,Female,31900.0,Sensitive,2.0,0.21,100.0,0,36-45
CUST02053,45,Female,58800.0,Combination,5.0,0.47,210.0,1,36-45
CUST01777,18,Male,52000.0,Normal,5.0,0.33,220.0,1,18-25
CUST09618,35,Male,62500.0,Sensitive,3.0,0.24,120.0,0,26-35
CUST03314,34,Female,39300.0,Normal,5.0,0.47,170.0,1,26-35
CUST04782,46,Male,23700.0,Combination,2.0,0.13,100.0,0,46-55
CUST08501,32,Male,24000.0,Sensitive,,0.53,230.0,0,26-35
CUST06840,31,Female,40600.0,Normal,1.0,0.1,100.0,0,26-35
CUST01593,30,Female,76200.0,Oily,2.0,0.15,110.0,1,26-35
CUST01724,53,Female,28700.0,Dry,1.0,0.09,100.0,0,46-55
CUST00216,43,Female,,Oily,4.0,0.35,110.0,0,36-45
CUST07802,43,Female,43100.0,Normal,4.0,0.29,110.0,0,36-45
CUST08292,49,Female,32300.0,Sensitive,3.0,0.24,100.0,0,46-55
CUST00491,44,male,,Combination,6.0,0.53,200.0,0,36-45
CUST09171,20,Female,20300.0,Dry,3.0,0.24,100.0,0,18-25
CUST03484,46,Female,38500.0,Combination,3.0,0.3,140.0,0,46-55
CUST05103,43,Male,86400.0,Combination,6.0,0.56,,0,36-45
CUST05188,32,Female,65300.0,Combination,6.0,0.45,250.0,1,26-35
CUST03432,47,Female,22400.0,Oily,7.0,0.59,280.0,0,46-55
CUST06351,36,Male,38800.0,Combination,3.0,0.22,100.0,1,36-45
CUST07774,44,Female,51200.0,Normal,3.0,0.29,100.0,0,36-45
CUST05514,25,Male,24400.0,Combination,4.0,0.38,130.0,1,18-25
CUST00026,28,Male,58400.0,Sensitive,5.0,0.41,,1,26-35
CUST03513,25,Male,21400.0,Normal,4.0,0.22,100.0,1,18-25
CUST02410,26,Female,29400.0,Sensitive,3.0,0.23,100.0,0,26-35
CUST03271,44,Female,29600.0,Combination,4.0,0.37,100.0,1,36-45
CUST05210,18,Female,44900.0,Sensitive,3.0,0.24,130.0,0,18-25
CUST08749,32,Female,61500.0,,7.0,0.53,260.0,1,26-35
CUST01553,26,Male,34300.0,Oily,3.0,0.29,110.0,1,26-35
CUST09235,37,Male,25600.0,Combination,2.0,0.16,100.0,1,36-45
CUST08659,39,Male,76100.0,Oily,4.0,0.32,240.0,0,36-45
CUST03872,21,Female,103700.0,Oily,6.0,0.56,250.0,1,18-25
CUST03403,24,Female,46000.0,Normal,4.0,0.31,130.0,0,18-25
CUST04530,48,Female,35000.0,Combination,8.0,0.7,170.0,1,46-55
CUST00980,37,Female,43700.0,Oily,5.0,0.38,210.0,0,36-45
CUST02656,26,Female,52400.0,Sensitive,0.0,0.0,100.0,0,26-35
CUST01848,20,Male,51500.0,Oily,4.0,0.29,140.0,0,18-25
CUST08032,35,Male,34300.0,Sensitive,8.0,0.6,290.0,1,26-35
CUST08276,29,Male,28500.0,Oily,10.0,0.8,220.0,1,26-35
CUST08783,34,Male,28600.0,Dry,12.0,1.03,300.0,1,26-35
CUST07362,28,Female,94200.0,Oily,3.0,0.29,200.0,0,26-35
CUST05722,41,Male,34300.0,,2.0,0.16,100.0,1,36-45
CUST00516,36,Female,40100.0,Dry,,0.57,300.0,0,36-45
CUST07268,39,Male,105600.0,Sensitive,3.0,0.22,230.0,1,36-45
CUST08333,57,Male,37100.0,Combination,9.0,0.82,300.0,0,56+
CUST01103,39,Female,36300.0,Combination,6.0,0.46,240.0,0,36-45
CUST03277,43,Female,39400.0,Dry,5.0,0.37,190.0,0,36-45
CUST07279,24,Male,57000.0,Combination,5.0,0.3,220.0,1,18-25
CUST07953,32,Female,26700.0,Dry,4.0,0.34,100.0,1,26-35
CUST09115,42,Male,,Combination,5.0,0.37,180.0,1,36-45
CUST08373,33,Male,92000.0,Normal,5.0,0.37,250.0,0,26-35
CUST03997,43,Male,27700.0,Normal,6.0,0.54,170.0,1,36-45
CUST00195,20,Female,39400.0,Sensitive,4.0,0.38,190.0,1,18-25
CUST04712,26,Female,50200.0,,8.0,0.59,290.0,1,26-35
CUST00644,34,Female,77600.0,Dry,2.0,0.19,,1,26-35
CUST08425,31,Female,37400.0,Sensitive,6.0,0.58,150.0,1,26-35
CUST03286,43,Female,19900.0,Dry,5.0,0.4,140.0,1,36-45
CUST03117,25,Male,55500.0,,4.0,0.32,210.0,1,18-25
CUST06534,49,Male,25900.0,Combination,6.0,0.41,250.0,1,46-55
CUST03576,18,Male,61900.0,Sensitive,4.0,0.35,180.0,1,18-25
CUST09061,42,Female,44400.0,Combination,2.0,0.19,120.0,1,36-45
CUST04321,24,Male,27100.0,Normal,7.0,0.52,270.0,1,18-25
CUST04626,36,Female,24400.0,Combination,7.0,0.55,180.0,1,36-45
CUST02208,37,Male,37000.0,Sensitive,4.0,0.37,140.0,1,36-45
CUST04553,24,Male,27400.0,Normal,2.0,0.16,100.0,0,18-25
CUST07702,30,Female,25800.0,Combination,6.0,0.53,140.0,0,26-35
CUST03719,37,Male,41100.0,Dry,2.0,0.2,,0,36-45
CUST00973,34,Female,67900.0,Combination,4.0,0.35,190.0,1,26-35
CUST04580,40,Female,49900.0,Oily,7.0,0.61,260.0,0,36-45
CUST00720,21,Male,34100.0,Oily,0.0,0.0,100.0,1,18-25
CUST06572,46,Male,61000.0,Combination,5.0,0.51,210.0,1,46-55
CUST06156,55,Female,32900.0,Oily,6.0,0.45,150.0,1,46-55
CUST09469,24,Male,51300.0,Normal,6.0,0.56,160.0,1,18-25
CUST03897,18,Male,30300.0,Dry,5.0,0.49,130.0,1,18-25
CUST02804,21,Male,44700.0,,5.0,0.46,150.0,1,18-25
CUST02567,34,Male,33300.0,Combination,3.0,0.29,150.0,1,26-35
CUST04026,21,Male,38000.0,Dry,3.0,0.26,110.0,1,18-25
CUST06199,24,Male,,Sensitive,4.0,0.37,100.0,1,18-25
CUST00033,26,Female,48800.0,Sensitive,2.0,0.2,120.0,0,26-35
CUST08343,19,Male,16900.0,Oily,3.0,0.24,100.0,1,18-25
CUST08869,26,Male,32500.0,Sensitive,5.0,0.45,,0,26-35
CUST09858,37,Male,38600.0,Combination,4.0,0.25,170.0,0,36-45
CUST04064,25,Female,48100.0,Oily,3.0,0.24,160.0,1,18-25
CUST08986,46,Female,26900.0,Oily,4.0,0.24,130.0,0,46-55
CUST05541,33,Female,29900.0,Oily,4.0,0.38,,1,26-35
CUST01698,58,Male,41300.0,Combination,4.0,0.26,130.0,0,56+
CUST02793,23,Female,34700.0,Normal,5.0,0.45,120.0,1,18-25
CUST02223,33,Female,,Oily,4.0,0.39,110.0,0,26-35
CUST05819,37,Male,38800.0,Normal,4.0,0.32,,1,36-45
CUST09702,47,Male,59900.0,Dry,4.0,0.25,130.0,1,46-55
CUST03765,31,Female,26300.0,Normal,5.0,0.39,190.0,1,26-35
CUST03867,37,Female,15400.0,Combination,3.0,0.25,120.0,1,36-45
CUST08481,30,Male,32300.0,Dry,1.0,0.08,100.0,0,26-35
CUST08700,18,Male,34100.0,Combination,3.0,0.22,100.0,0,18-25
CUST08976,50,Male,40200.0,Sensitive,6.0,0.53,280.0,0,46-55
CUST06730,18,Male,60000.0,,5.0,0.3,130.0,0,18-25
CUST07145,30,Male,50600.0,Combination,6.0,0.51,190.0,0,26-35
CUST03759,36,Female,94300.0,Normal,5.0,0.37,270.0,0,36-45
CUST02832,43,Female,57100.0,Dry,6.0,0.38,170.0,0,36-45
CUST03228,31,Female,45900.0,Combination,4.0,0.33,210.0,1,26-35
CUST08524,27,Female,18100.0,Normal,3.0,0.27,100.0,1,26-35
CUST03924,39,Male,20000.0,Normal,3.0,0.24,100.0,1,36-45
CUST03905,18,Female,28300.0,Combination,2.0,0.12,110.0,0,18-25
CUST02278,53,Female,23600.0,Dry,,0.69,280.0,1,46-55
CUST07947,39,Female,52400.0,Oily,8.0,0.68,290.0,1,36-45
CUST01402,28,Female,27100.0,Dry,4.0,0.27,140.0,1,26-35
CUST00740,18,Female,38700.0,Dry,4.0,0.36,100.0,1,18-25
CUST04267,23,Female,25600.0,Dry,2.0,0.14,100.0,0,18-25
CUST09901,18,Male,65900.0,Combination,3.0,0.23,170.0,0,18-25
CUST07415,18,Female,78400.0,Dry,2.0,0.12,100.0,0,18-25
CUST07554,39,Female,27000.0,Sensitive,3.0,0.29,110.0,1,36-45
CUST03852,24,,68500.0,Sensitive,3.0,0.21,140.0,1,18-25
CUST08669,27,Female,33100.0,Normal,3.0,0.29,100.0,1,26-35
CUST02662,24,Male,15300.0,Dry,6.0,0.6,130.0,1,18-25
CUST06562,18,Female,50800.0,Oily,4.0,0.38,110.0,0,18-25
CUST06905,23,Male,,Oily,4.0,0.32,130.0,1,18-25
CUST00675,41,Male,26900.0,Oily,13.0,1.03,400.0,0,36-45
CUST08325,26,FEMALE,36500.0,Dry,5.0,0.37,160.0,0,26-35
CUST08556,21,Male,48700.0,Dry,1.0,0.16,100.0,0,18-25
CUST03842,31,Female,,Combination,2.0,0.2,100.0,1,26-35
CUST01816,27,Male,24000.0,Sensitive,4.0,0.33,110.0,0,26-35
CUST08371,37,Female,24100.0,Combination,5.0,0.49,130.0,1,36-45
CUST09878,18,Female,63000.0,Dry,3.0,0.11,100.0,0,18-25
CUST09239,30,Female,41100.0,Sensitive,4.0,0.36,110.0,1,26-35
CUST04654,27,Male,36500.0,Combination,5.0,0.45,150.0,1,26-35
CUST07375,30,Male,65200.0,Sensitive,6.0,0.39,210.0,0,26-35
CUST02101,35,Female,21900.0,Combination,4.0,0.26,160.0,1,26-35
CUST07775,31,Female,35600.0,Normal,3.0,0.29,110.0,0,26-35
CUST01674,37,Male,46900.0,Dry,10.0,0.82,450.0,1,36-45
CUST02102,18,Female,46100.0,Dry,6.0,0.5,280.0,0,18-25
CUST04214,31,Male,43000.0,Combination,3.0,0.25,100.0,1,26-35
CUST07020,33,Female,56700.0,Normal,,0.17,140.0,0,26-35
CUST01549,38,Female,64800.0,Combination,4.0,0.43,150.0,1,36-45
CUST08736,22,Female,89200.0,Normal,3.0,0.29,140.0,1,18-25
CUST06463,29,Female,43000.0,Sensitive,4.0,0.35,140.0,0,26-35
CUST03324,41,Male,61700.0,Combination,3.0,0.23,150.0,0,36-45
CUST08694,27,Male,44500.0,Combination,3.0,0.26,120.0,0,26-35
CUST00356,35,Female,50100.0,Combination,3.0,0.17,110.0,1,26-35
CUST05185,20,Female,,Dry,7.0,0.53,240.0,0,18-25
CUST01462,24,Male,35500.0,Oily,6.0,0.52,210.0,1,18-25
CUST09306,32,Female,100300.0,Normal,3.0,0.21,200.0,1,26-35
CUST09423,30,Male,78300.0,Dry,4.0,0.38,160.0,1,26-35
CUST03221,48,,71300.0,Combination,4.0,0.35,200.0,0,46-55
CUST00940,42,Male,27800.0,Combination,7.0,0.56,270.0,1,36-45
CUST05148,24,Female,43500.0,Sensitive,6.0,0.47,250.0,1,18-25
CUST05924,19,Male,43100.0,Dry,6.0,0.47,280.0,0,18-25
CUST07949,27,Female,36800.0,Oily,1.0,0.09,100.0,1,26-35
CUST01752,25,Female,35900.0,Dry,0.0,0.01,100.0,0,18-25
CUST08078,48,Female,35900.0,Sensitive,0.0,0.0,100.0,0,46-55
CUST07661,23,Female,38600.0,Combination,3.0,0.24,140.0,1,18-25
CUST01773,18,Female,24700.0,Combination,3.0,0.27,100.0,0,18-25
CUST01197,18,Female,53300.0,Oily,3.0,0.31,160.0,1,18-25
CUST01879,48,Male,46500.0,Oily,4.0,0.31,150.0,1,46-55
CUST02669,32,Male,22100.0,Combination,4.0,0.34,170.0,0,26-35
CUST03172,40,Female,32700.0,Dry,3.0,0.29,110.0,1,36-45
CUST02017,32,Female,46800.0,Oily,2.0,0.13,100.0,1,26-35
CUST02006,44,Male,21700.0,Oily,4.0,0.28,150.0,0,36-45
CUST08308,39,Male,67900.0,Oily,11.0,0.94,290.0,1,36-45
CUST03894,20,Male,,Oily,1.0,0.07,100.0,0,18-25
CUST02679,18,Female,43200.0,Oily,1.0,0.12,100.0,1,18-25
CUST03238,40,Male,99300.0,Normal,3.0,0.27,170.0,1,36-45
CUST04425,21,Female,28400.0,Sensitive,0.0,0.0,100.0,0,18-25
CUST04745,30,Male,47800.0,Combination,2.0,0.17,110.0,1,26-35
CUST02079,18,Female,79100.0,Combination,1.0,0.06,120.0,0,18-25
CUST05220,39,Female,,Sensitive,4.0,0.37,140.0,0,36-45
CUST00397,40,Female,28500.0,Normal,1.0,0.11,100.0,0,36-45
CUST02789,26,Male,20600.0,Oily,4.0,0.29,150.0,1,26-35
CUST07203,38,Female,57500.0,Oily,0.0,0.0,100.0,1,36-45
CUST06879,32,Female,17900.0,Combination,3.0,0.15,,1,26-35
CUST04073,30,Female,32800.0,Combination,5.0,0.39,160.0,1,26-35
CUST05575,44,Female,,Oily,5.0,0.35,170.0,0,36-45
CUST08405,34,Male,19600.0,Normal,1.0,0.08,100.0,1,26-35
CUST09547,43,Male,73900.0,Sensitive,4.0,0.31,210.0,0,36-45
CUST05356,42,Male,38200.0,Sensitive,4.0,0.43,180.0,1,36-45
CUST08526,28,Female,91200.0,Dry,3.0,0.16,,0,26-35
CUST09494,33,Female,47200.0,Dry,2.0,0.15,100.0,0,26-35
CUST06880,33,Male,61600.0,Normal,4.0,0.37,190.0,0,26-35
CUST01520,18,Female,31800.0,Combination,6.0,0.52,150.0,1,18-25
CUST08232,31,Female,33500.0,Sensitive,1.0,0.03,100.0,0,26-35
CUST01379,35,Female,76500.0,Dry,5.0,0.38,240.0,1,26-35
CUST05673,32,Female,57700.0,Dry,5.0,0.48,210.0,1,26-35
CUST01024,39,Female,64900.0,Normal,1.0,0.06,100.0,0,36-45
CUST02588,48,Female,35900.0,Normal,4.0,0.37,130.0,0,46-55
CUST07104,43,Male,104200.0,Dry,5.0,0.31,260.0,0,36-45
CUST05622,34,Male,56200.0,Oily,3.0,0.2,120.0,1,26-35
CUST07701,26,Female,21800.0,Combination,1.0,0.1,100.0,1,26-35
CUST05009,23,Female,65500.0,Dry,6.0,0.47,270.0,1,18-25
CUST02858,33,Male,50300.0,Normal,5.0,0.46,220.0,0,26-35
CUST08290,37,Female,,Sensitive,2.0,0.19,100.0,1,36-45
CUST05772,38,Male,42700.0,Combination,5.0,0.38,230.0,0,36-45
CUST05843,32,Female,96800.0,Normal,2.0,0.14,120.0,0,26-35
CUST09936,34,Female,35100.0,Oily,4.0,0.31,190.0,1,26-35
